TransactionID,CustomerID,TransactionDate,Amount,TransactionType,Description,UpdatedBalance
17691,716790633,5-15-24 10:28,516.7,OutgoingTransfer,Wire Transfer,9578.68
17692,716790633,5-19-24 11:28,212.27,IncomingTransfer,Freelance Payment,9790.95
17693,716790633,5-20-24 11:28,504.59,Purchase,Home Improvement,9286.36
17694,716790633,5-21-24 16:28,410.49,Payment,Bill Payment,8875.87
17695,716790633,5-22-24 16:28,329.43,IncomingTransfer,Freelance Payment,9205.3
17696,716790633,5-26-24 18:28,198.57,Purchase,Clothing,9006.73
17697,716790633,5-27-24 22:28,122.7,Deposit,Mobile Deposit,9129.43
17698,716790633,5-29-24 18:28,240.25,OutgoingTransfer,International Transfer,8889.18
17699,716790633,06-02-24 21:28,5300,IncomingTransfer,Salary,14189.18
17700,716790633,6-15-24 18:28,547.8,OutgoingTransfer,Wire Transfer,13641.38
17701,716790633,6-16-24 21:28,381.19,IncomingTransfer,Freelance Payment,14022.57
17702,716790633,6-17-24 21:28,3200,Payment,Rent Payment,10822.57
17703,716790633,6-17-24 22:28,311.75,Purchase,Restaurant,10510.82
17704,716790633,6-25-24 9:28,242.22,Deposit,Check Deposit,10753.04
17705,716790633,6-28-24 14:28,73.94,Withdrawal,Mobile App Withdrawal,10679.1
17706,716790633,6-28-24 22:28,528.08,OutgoingTransfer,Peer-to-Peer Transfer,10151.02
17707,716790633,07-04-24 21:28,5300,IncomingTransfer,Salary,15451.02
17708,716790633,07-12-24 15:28,520.46,Withdrawal,ATM Withdrawal,14930.56
17709,716790633,7-15-24 21:28,2500,Payment,Rent Payment,12430.56
40412,820085808,1-21-24 21:28,27.75,Deposit,Check Deposit,898.0470963
40413,820085808,1-22-24 11:28,49.74,Purchase,Furniture,848.3070963
40414,820085808,1-22-24 16:28,107.71,Withdrawal,Mobile App Withdrawal,740.5970963
40415,820085808,1-23-24 13:28,24.7,Purchase,Grocery,715.8970963
40416,820085808,02-01-24 12:28,221.98,Withdrawal,ATM Withdrawal,493.9170963
40417,820085808,02-01-24 12:28,79.82,Purchase,Entertainment,414.0970963
40418,820085808,02-02-24 10:28,121.37,Purchase,Electronics,292.7270963
40419,820085808,02-02-24 16:28,244.86,Deposit,Direct Deposit,537.5870963
40420,820085808,02-03-24 20:28,115.02,Deposit,Check Deposit,652.6070963
40421,820085808,02-03-24 21:28,2250,IncomingTransfer,Salary,2902.607096
40422,820085808,02-05-24 19:28,201.36,Purchase,Gas,2701.247096
40423,820085808,02-07-24 16:28,17.88,Deposit,Cash Deposit,2719.127096
40424,820085808,02-08-24 21:28,1800,Payment,Credit Card Payment,919.1270963
40425,820085808,02-09-24 17:28,173.61,OutgoingTransfer,International Transfer,745.5170963
40426,820085808,02-09-24 19:28,86.06,Purchase,Gas,659.4570963
40427,820085808,02-12-24 18:28,164.17,Payment,Mortgage Payment,495.2870963
40428,820085808,2-13-24 21:28,29.62,OnlineShopping,Best Buy,465.6670963
40429,820085808,2-13-24 23:28,107.1,Payment,Mortgage Payment,358.5670963
40430,820085808,2-14-24 23:28,40.97,OutgoingTransfer,Wire Transfer,317.5970963
40431,820085808,2-16-24 21:28,1100,Payment,Rent Payment,-782.4029037
40432,820085808,2-19-24 18:28,184.19,Purchase,Entertainment,-966.5929037
40433,820085808,2-21-24 14:28,10.11,Return,Walmart Return,-956.4829037
40434,820085808,03-03-24 11:28,41.04,Purchase,Furniture,-997.5229037
40435,820085808,03-03-24 21:28,2250,IncomingTransfer,Salary,1252.477096
40436,820085808,03-04-24 13:28,77.08,Purchase,Grocery,1175.397096
40437,820085808,03-04-24 18:28,49.74,Deposit,Direct Deposit,1225.137096
40438,820085808,03-08-24 21:28,1600,Payment,Credit Card Payment,-374.8629037
40439,820085808,03-10-24 22:28,157.24,OutgoingTransfer,Bank Transfer,-532.1029037
40440,820085808,3-13-24 23:28,53.25,Deposit,Check Deposit,-478.8529037
40441,820085808,3-16-24 12:28,228.74,Purchase,Gas,-707.5929037
40442,820085808,3-17-24 11:28,207.04,OnlineShopping,AliExpress,-914.6329037
40443,820085808,3-17-24 21:28,600,Payment,Rent Payment,-1514.632904
40444,820085808,3-18-24 16:28,217.01,Payment,Loan Payment,-1731.642904
40445,820085808,3-20-24 13:28,198.71,IncomingTransfer,Freelance Payment,-1532.932904
40446,820085808,3-23-24 10:28,69.82,Deposit,Cash Deposit,-1463.112904
40447,820085808,3-23-24 17:28,21.94,Payment,Bill Payment,-1485.052904
40448,820085808,3-26-24 15:28,93.38,Purchase,Grocery,-1578.432904
40449,820085808,3-26-24 21:28,140.04,Return,Target Return,-1438.392904
40450,820085808,3-27-24 18:28,90.36,Withdrawal,Branch Withdrawal,-1528.752904
40451,820085808,3-30-24 16:28,128.72,Payment,Mortgage Payment,-1657.472904
40452,820085808,3-30-24 17:28,136.27,Return,Etsy Return,-1521.202904
40453,820085808,3-31-24 22:28,119.65,Payment,Bill Payment,-1640.852904
40454,820085808,04-03-24 16:28,70.42,Deposit,Cash Deposit,-1570.432904
40455,820085808,04-04-24 21:28,2250,IncomingTransfer,Salary,679.5670963
40456,820085808,04-05-24 20:28,229.35,Withdrawal,ATM Withdrawal,450.2170963
40457,820085808,04-07-24 22:28,210.53,Deposit,Direct Deposit,660.7470963
40458,820085808,04-09-24 21:28,1800,Payment,Credit Card Payment,-1139.252904
40459,820085808,04-09-24 21:28,36.76,Purchase,Gas,-1176.012904
40460,820085808,04-12-24 16:28,223.9,Return,eBay Return,-952.1129037
40461,820085808,04-12-24 18:28,11.77,Purchase,Pharmacy,-963.8829037
40462,820085808,4-13-24 20:28,141.37,IncomingTransfer,Freelance Payment,-822.5129037
40463,820085808,4-14-24 12:28,163.16,Return,eBay Return,-659.3529037
40464,820085808,4-15-24 21:28,1000,Payment,Rent Payment,-1659.352904
40465,820085808,4-16-24 13:28,110.02,Payment,Bill Payment,-1769.372904
40466,820085808,4-17-24 13:28,199.36,Deposit,Direct Deposit,-1570.012904
40467,820085808,4-17-24 15:28,94.61,Deposit,Cash Deposit,-1475.402904
40468,820085808,4-17-24 20:28,214.84,Deposit,Cash Deposit,-1260.562904
40469,820085808,4-19-24 9:28,25.67,Purchase,Pharmacy,-1286.232904
40470,820085808,4-25-24 16:28,208.54,Payment,Bill Payment,-1494.772904
40471,820085808,05-01-24 22:28,46.88,OnlineShopping,Best Buy,-1541.652904
40472,820085808,05-02-24 20:28,225.07,Withdrawal,ATM Withdrawal,-1766.722904
40473,820085808,05-03-24 21:28,2250,IncomingTransfer,Salary,483.2770963
40474,820085808,05-04-24 10:28,164.38,Withdrawal,Branch Withdrawal,318.8970963
40475,820085808,05-06-24 16:28,244.97,IncomingTransfer,Freelance Payment,563.8670963
40476,820085808,05-08-24 21:28,1900,Payment,Credit Card Payment,-1336.132904
40477,820085808,05-11-24 13:28,150.42,Payment,Mortgage Payment,-1486.552904
40478,820085808,5-15-24 21:28,900,Payment,Rent Payment,-2386.552904
40479,820085808,5-15-24 23:28,66.78,Deposit,Cash Deposit,-2319.772904
40480,820085808,5-21-24 12:28,33.38,Return,Best Buy Return,-2286.392904
40481,820085808,5-21-24 16:28,97.86,Payment,Bill Payment,-2384.252904
40482,820085808,5-25-24 15:28,217.74,Purchase,Furniture,-2601.992904
40483,820085808,5-28-24 9:28,79.79,Deposit,Check Deposit,-2522.202904
40484,820085808,5-28-24 20:28,185.64,OnlineShopping,Target,-2707.842904
40485,820085808,5-30-24 17:28,39.8,Return,Target Return,-2668.042904
40486,820085808,06-01-24 19:28,52.4,OnlineShopping,Etsy,-2720.442904
40487,820085808,06-02-24 14:28,35.13,Deposit,Mobile Deposit,-2685.312904
40488,820085808,06-03-24 19:28,173.59,Deposit,Check Deposit,-2511.722904
40489,820085808,06-04-24 14:28,55.57,OutgoingTransfer,Peer-to-Peer Transfer,-2567.292904
40490,820085808,06-04-24 21:28,2250,IncomingTransfer,Salary,-317.2929037
40491,820085808,06-09-24 21:28,1700,Payment,Credit Card Payment,-2017.292904
40492,820085808,06-11-24 12:28,207.07,Withdrawal,Branch Withdrawal,-2224.362904
40493,820085808,06-11-24 21:28,900,Payment,Rent Payment,-3124.362904
40494,820085808,6-15-24 20:28,95.79,OutgoingTransfer,International Transfer,-3220.152904
40495,820085808,6-17-24 17:28,229.08,Deposit,Cash Deposit,-2991.072904
40496,820085808,6-18-24 17:28,75.18,OnlineShopping,AliExpress,-3066.252904
40497,820085808,6-20-24 10:28,139.47,Purchase,Clothing,-3205.722904
40498,820085808,6-22-24 10:28,134.8,Withdrawal,Mobile App Withdrawal,-3340.522904
40499,820085808,6-22-24 17:28,72.19,IncomingTransfer,Freelance Payment,-3268.332904
40500,820085808,6-25-24 16:28,25.09,Deposit,Mobile Deposit,-3243.242904
40501,820085808,6-26-24 14:28,112.94,OnlineShopping,eBay,-3356.182904
40502,820085808,6-27-24 11:28,68.16,OutgoingTransfer,Peer-to-Peer Transfer,-3424.342904
40503,820085808,6-29-24 11:28,21.02,Payment,Loan Payment,-3445.362904
40504,820085808,07-05-24 14:28,152.53,Deposit,Check Deposit,-3292.832904
40505,820085808,07-05-24 21:28,2250,IncomingTransfer,Salary,-1042.832904
40506,820085808,07-07-24 10:28,56.62,Deposit,Mobile Deposit,-986.2129037
40507,820085808,07-07-24 10:28,134.64,Purchase,Gas,-1120.852904
40508,820085808,07-08-24 17:28,179.84,Deposit,Cash Deposit,-941.0129037
40509,820085808,07-10-24 15:28,196.04,IncomingTransfer,Freelance Payment,-744.9729037
40510,820085808,07-10-24 21:28,1600,Payment,Credit Card Payment,-2344.972904
40511,820085808,07-11-24 9:28,111.55,Return,Etsy Return,-2233.422904
40512,820085808,07-12-24 16:28,143.29,OutgoingTransfer,Wire Transfer,-2376.712904
40513,820085808,7-13-24 14:28,135.21,Return,Walmart Return,-2241.502904
40514,820085808,7-14-24 18:28,45.63,Payment,Mortgage Payment,-2287.132904
40515,820085808,7-14-24 21:28,1100,Payment,Rent Payment,-3387.132904
13286,714499908,1-22-24 10:28,239.7,OutgoingTransfer,Bank Transfer,697.5069074
13287,714499908,1-26-24 12:28,91.28,Purchase,Clothing,606.2269074
13288,714499908,1-29-24 10:28,246.25,Return,Walmart Return,852.4769074
13289,714499908,1-30-24 20:28,57.09,OnlineShopping,eBay,795.3869074
13290,714499908,1-30-24 23:28,149.75,Deposit,Mobile Deposit,945.1369074
13291,714499908,1-31-24 15:28,318.17,Withdrawal,Mobile App Withdrawal,626.9669074
13292,714499908,02-03-24 13:28,379.91,Withdrawal,Mobile App Withdrawal,247.0569074
13293,714499908,02-03-24 21:28,3850,IncomingTransfer,Salary,4097.056907
13294,714499908,02-07-24 16:28,123.82,Return,Etsy Return,4220.876907
13295,714499908,02-08-24 21:28,1600,Payment,Credit Card Payment,2620.876907
13296,714499908,02-10-24 14:28,263.65,Deposit,Cash Deposit,2884.526907
13297,714499908,02-10-24 15:28,158.23,Withdrawal,Branch Withdrawal,2726.296907
13298,714499908,2-13-24 10:28,158.07,Deposit,Direct Deposit,2884.366907
13299,714499908,2-14-24 18:28,355.52,Deposit,Cash Deposit,3239.886907
13300,714499908,2-14-24 20:28,43.14,Return,eBay Return,3283.026907
13301,714499908,2-14-24 21:28,2300,Payment,Rent Payment,983.0269074
13302,714499908,2-15-24 20:28,252.94,Deposit,Mobile Deposit,1235.966907
13303,714499908,2-17-24 17:28,193.54,Return,Amazon Return,1429.506907
13304,714499908,2-26-24 14:28,30.66,Withdrawal,Mobile App Withdrawal,1398.846907
13305,714499908,2-28-24 20:28,30.27,Deposit,Mobile Deposit,1429.116907
13306,714499908,03-02-24 11:28,332.03,IncomingTransfer,Freelance Payment,1761.146907
13307,714499908,03-04-24 14:28,165.37,OutgoingTransfer,Wire Transfer,1595.776907
13308,714499908,03-05-24 21:28,3850,IncomingTransfer,Salary,5445.776907
13309,714499908,03-09-24 16:28,274.03,Return,Best Buy Return,5719.806907
13310,714499908,03-10-24 21:28,1600,Payment,Credit Card Payment,4119.806907
13311,714499908,03-11-24 21:28,1300,Payment,Rent Payment,2819.806907
13312,714499908,3-16-24 11:28,151.87,Withdrawal,Branch Withdrawal,2667.936907
13313,714499908,3-24-24 14:28,109.89,OnlineShopping,eBay,2558.046907
13314,714499908,04-04-24 21:28,3850,IncomingTransfer,Salary,6408.046907
13315,714499908,04-06-24 21:28,143.11,IncomingTransfer,Freelance Payment,6551.156907
13316,714499908,04-09-24 21:28,1700,Payment,Credit Card Payment,4851.156907
13317,714499908,04-11-24 12:28,228.93,OutgoingTransfer,Peer-to-Peer Transfer,4622.226907
13318,714499908,4-15-24 18:28,287.32,Payment,Mortgage Payment,4334.906907
13319,714499908,4-17-24 18:28,397.97,Deposit,Direct Deposit,4732.876907
13320,714499908,4-17-24 19:28,251.97,Payment,Mortgage Payment,4480.906907
13321,714499908,4-17-24 21:28,379.63,Purchase,Home Improvement,4101.276907
13322,714499908,4-18-24 21:28,2200,Payment,Rent Payment,1901.276907
13323,714499908,4-26-24 23:28,244.2,Purchase,Pharmacy,1657.076907
13324,714499908,4-28-24 10:28,386.49,Purchase,Restaurant,1270.586907
13325,714499908,4-29-24 23:28,308.59,Withdrawal,ATM Withdrawal,961.9969074
13326,714499908,05-02-24 19:28,255.3,Purchase,Pharmacy,706.6969074
13327,714499908,05-04-24 21:28,3850,IncomingTransfer,Salary,4556.696907
13328,714499908,05-08-24 13:28,316.54,Deposit,Check Deposit,4873.236907
13329,714499908,05-09-24 21:28,1500,Payment,Credit Card Payment,3373.236907
13330,714499908,05-11-24 20:28,109.06,OnlineShopping,Target,3264.176907
13331,714499908,5-15-24 21:28,2000,Payment,Rent Payment,1264.176907
13332,714499908,5-15-24 21:28,74.38,Purchase,Home Improvement,1189.796907
13333,714499908,5-16-24 9:28,102.59,Deposit,Mobile Deposit,1292.386907
13334,714499908,5-17-24 11:28,208.27,IncomingTransfer,Freelance Payment,1500.656907
13335,714499908,5-26-24 17:28,388.61,OnlineShopping,Walmart,1112.046907
13336,714499908,5-26-24 17:28,85.27,Payment,Bill Payment,1026.776907
13337,714499908,5-29-24 17:28,122.22,Purchase,Electronics,904.5569074
13338,714499908,06-01-24 21:28,3850,IncomingTransfer,Salary,4754.556907
13339,714499908,06-02-24 12:28,121.45,OnlineShopping,Etsy,4633.106907
13340,714499908,06-02-24 18:28,85.43,Payment,Loan Payment,4547.676907
13341,714499908,06-06-24 21:28,1600,Payment,Credit Card Payment,2947.676907
13342,714499908,06-11-24 12:28,150.06,Purchase,Clothing,2797.616907
13343,714499908,6-13-24 20:28,62.27,Withdrawal,Branch Withdrawal,2735.346907
13344,714499908,6-13-24 22:28,280.73,Deposit,Check Deposit,3016.076907
13345,714499908,6-16-24 20:28,115.98,OutgoingTransfer,Wire Transfer,2900.096907
13346,714499908,6-17-24 18:28,229.52,Purchase,Grocery,2670.576907
13347,714499908,6-18-24 21:28,2100,Payment,Rent Payment,570.5769074
13348,714499908,6-20-24 10:28,28.34,Payment,Mortgage Payment,542.2369074
13349,714499908,6-20-24 15:28,40.42,Deposit,Check Deposit,582.6569074
13350,714499908,6-21-24 10:28,58.94,Purchase,Pharmacy,523.7169074
13351,714499908,6-21-24 17:28,315.16,Purchase,Clothing,208.5569074
13352,714499908,6-22-24 19:28,120.94,Deposit,Check Deposit,329.4969074
13353,714499908,6-23-24 22:28,335.3,Withdrawal,Branch Withdrawal,-5.803092591
13354,714499908,6-26-24 14:28,383.67,Deposit,Cash Deposit,377.8669074
13355,714499908,6-26-24 20:28,353.14,Purchase,Restaurant,24.72690741
13356,714499908,6-26-24 23:28,113.83,OutgoingTransfer,Wire Transfer,-89.10309259
13357,714499908,07-02-24 12:28,303.49,Deposit,Mobile Deposit,214.3869074
13358,714499908,07-03-24 15:28,174.49,Deposit,Cash Deposit,388.8769074
13359,714499908,07-03-24 18:28,291.41,OnlineShopping,AliExpress,97.46690741
13360,714499908,07-03-24 19:28,170.28,OnlineShopping,AliExpress,-72.81309259
13361,714499908,07-03-24 21:28,3850,IncomingTransfer,Salary,3777.186907
13362,714499908,07-05-24 9:28,117.37,Withdrawal,ATM Withdrawal,3659.816907
13363,714499908,07-08-24 21:28,1800,Payment,Credit Card Payment,1859.816907
13364,714499908,07-11-24 21:28,1300,Payment,Rent Payment,559.8169074
13365,714499908,07-12-24 13:28,42.64,Deposit,Check Deposit,602.4569074
13366,714499908,7-16-24 11:28,208.93,OutgoingTransfer,Peer-to-Peer Transfer,393.5269074
17797,716966808,1-27-24 19:28,698.69,Withdrawal,Branch Withdrawal,269.3571936
17798,716966808,1-29-24 16:28,463.78,OutgoingTransfer,Bank Transfer,-194.4228064
17799,716966808,1-30-24 16:28,189.52,OutgoingTransfer,Peer-to-Peer Transfer,-383.9428064
17800,716966808,02-05-24 19:28,343.54,Withdrawal,Branch Withdrawal,-727.4828064
17801,716966808,02-05-24 21:28,7750,IncomingTransfer,Salary,7022.517194
17802,716966808,02-10-24 10:28,588.21,Payment,Mortgage Payment,6434.307194
17803,716966808,02-10-24 21:28,1900,Payment,Credit Card Payment,4534.307194
17804,716966808,2-18-24 21:28,3500,Payment,Rent Payment,1034.307194
17805,716966808,2-19-24 18:28,390.4,Payment,Loan Payment,643.9071936
17806,716966808,2-20-24 9:28,153.81,OutgoingTransfer,Bank Transfer,490.0971936
17807,716966808,2-24-24 19:28,146.09,Payment,Bill Payment,344.0071936
17808,716966808,2-28-24 14:28,413.49,Purchase,Restaurant,-69.48280645
17809,716966808,03-04-24 21:28,7750,IncomingTransfer,Salary,7680.517194
17810,716966808,03-08-24 14:28,616.85,Deposit,Mobile Deposit,8297.367194
17811,716966808,03-09-24 21:28,1700,Payment,Credit Card Payment,6597.367194
17812,716966808,03-12-24 21:28,2100,Payment,Rent Payment,4497.367194
17813,716966808,3-24-24 10:28,378.5,Deposit,Check Deposit,4875.867194
17814,716966808,3-24-24 11:28,670.05,OutgoingTransfer,Wire Transfer,4205.817194
17815,716966808,3-29-24 18:28,364.14,OnlineShopping,eBay,3841.677194
17816,716966808,3-31-24 20:28,321.77,Withdrawal,Branch Withdrawal,3519.907194
17817,716966808,04-04-24 21:28,7750,IncomingTransfer,Salary,11269.90719
17818,716966808,04-09-24 21:28,2400,Payment,Credit Card Payment,8869.907194
17819,716966808,04-11-24 13:28,261.96,Deposit,Direct Deposit,9131.867194
17820,716966808,04-12-24 22:28,291.09,Payment,Loan Payment,8840.777194
17821,716966808,4-14-24 22:28,493.96,Purchase,Pharmacy,8346.817194
17822,716966808,4-16-24 12:28,681.01,Deposit,Check Deposit,9027.827194
17823,716966808,4-17-24 21:28,2000,Payment,Rent Payment,7027.827194
17824,716966808,4-23-24 22:28,586.7,Return,Amazon Return,7614.527194
17825,716966808,05-05-24 19:28,610.54,Withdrawal,Mobile App Withdrawal,7003.987194
17826,716966808,05-05-24 21:28,7750,IncomingTransfer,Salary,14753.98719
17827,716966808,05-10-24 21:28,1800,Payment,Credit Card Payment,12953.98719
17828,716966808,5-18-24 21:28,3400,Payment,Rent Payment,9553.987194
17829,716966808,5-22-24 10:28,189.91,Purchase,Travel,9364.077194
17830,716966808,06-04-24 12:28,213.29,Purchase,Home Improvement,9150.787194
17831,716966808,06-05-24 9:28,560.44,Purchase,Travel,8590.347194
17832,716966808,06-05-24 21:28,7750,IncomingTransfer,Salary,16340.34719
17833,716966808,06-05-24 22:28,489.63,OnlineShopping,Target,15850.71719
17834,716966808,06-10-24 21:28,2500,Payment,Credit Card Payment,13350.71719
17835,716966808,06-10-24 22:28,419.56,Purchase,Home Improvement,12931.15719
17836,716966808,6-15-24 21:28,5000,Payment,Rent Payment,7931.157194
17837,716966808,6-18-24 13:28,367.86,OnlineShopping,Etsy,7563.297194
17838,716966808,6-20-24 22:28,535.01,Deposit,Mobile Deposit,8098.307194
17839,716966808,6-24-24 11:28,263.51,OnlineShopping,AliExpress,7834.797194
17840,716966808,07-02-24 13:28,522.08,Deposit,Mobile Deposit,8356.877194
17841,716966808,07-04-24 21:28,7750,IncomingTransfer,Salary,16106.87719
17842,716966808,07-08-24 18:28,618.28,Purchase,Home Improvement,15488.59719
17843,716966808,07-08-24 20:28,686.22,OutgoingTransfer,Wire Transfer,14802.37719
17844,716966808,07-09-24 21:28,2000,Payment,Credit Card Payment,12802.37719
17845,716966808,07-11-24 13:28,740.85,OutgoingTransfer,International Transfer,12061.52719
17846,716966808,07-11-24 14:28,253.68,Deposit,Direct Deposit,12315.20719
17847,716966808,7-13-24 12:28,240.42,Purchase,Gas,12074.78719
17848,716966808,7-16-24 21:28,2700,Payment,Rent Payment,9374.787194
17849,716966808,7-17-24 9:28,467.62,Deposit,Direct Deposit,9842.407194
14986,715485483,1-22-24 17:28,171.26,OnlineShopping,AliExpress,-171.26
14987,715485483,1-23-24 20:28,147.63,Purchase,Furniture,-318.89
14988,715485483,1-28-24 11:28,172.54,Return,Walmart Return,-146.35
14989,715485483,02-05-24 19:28,158.99,Purchase,Travel,-305.34
14990,715485483,02-05-24 21:28,2650,IncomingTransfer,Salary,2344.66
14991,715485483,02-07-24 22:28,180.23,OnlineShopping,Etsy,2164.43
14992,715485483,2-18-24 21:28,800,Payment,Rent Payment,1364.43
14993,715485483,2-19-24 18:28,242.61,Deposit,Cash Deposit,1607.04
14994,715485483,2-22-24 12:28,89.59,OutgoingTransfer,Wire Transfer,1517.45
14995,715485483,03-02-24 21:28,2650,IncomingTransfer,Salary,4167.45
14996,715485483,03-10-24 17:28,60.8,Deposit,Direct Deposit,4228.25
14997,715485483,3-15-24 21:28,1100,Payment,Rent Payment,3128.25
14998,715485483,3-18-24 14:28,29.7,OnlineShopping,Target,3098.55
14999,715485483,3-20-24 10:28,166.48,Withdrawal,Branch Withdrawal,2932.07
15000,715485483,04-02-24 12:28,116.76,Deposit,Cash Deposit,3048.83
15001,715485483,04-04-24 10:28,35.94,Purchase,Home Improvement,3012.89
15002,715485483,04-05-24 21:28,2650,IncomingTransfer,Salary,5662.89
15003,715485483,04-06-24 21:28,60.34,Return,Best Buy Return,5723.23
15004,715485483,04-10-24 15:28,204.59,Purchase,Pharmacy,5518.64
15005,715485483,04-11-24 17:28,20.74,Deposit,Cash Deposit,5539.38
15006,715485483,4-14-24 13:28,81.62,IncomingTransfer,Freelance Payment,5621
15007,715485483,4-14-24 21:28,800,Payment,Rent Payment,4821
15008,715485483,4-16-24 17:28,75.84,OnlineShopping,Amazon,4745.16
15009,715485483,4-18-24 17:28,50.79,Purchase,Gas,4694.37
15010,715485483,4-19-24 16:28,153.99,OnlineShopping,AliExpress,4540.38
15011,715485483,4-19-24 18:28,216.57,OutgoingTransfer,Bank Transfer,4323.81
15012,715485483,4-20-24 16:28,200.39,Withdrawal,Branch Withdrawal,4123.42
15013,715485483,4-21-24 10:28,81.42,Deposit,Check Deposit,4204.84
15014,715485483,05-04-24 21:28,2650,IncomingTransfer,Salary,6854.84
15015,715485483,05-06-24 12:28,52.56,Deposit,Cash Deposit,6907.4
15016,715485483,05-10-24 10:28,49.71,Deposit,Check Deposit,6957.11
15017,715485483,05-12-24 21:28,1200,Payment,Rent Payment,5757.11
15018,715485483,5-16-24 10:28,201.97,Withdrawal,Mobile App Withdrawal,5555.14
15019,715485483,5-16-24 23:28,202.95,OutgoingTransfer,Wire Transfer,5352.19
15020,715485483,5-18-24 22:28,54.63,Purchase,Home Improvement,5297.56
15021,715485483,5-20-24 18:28,160.19,Purchase,Entertainment,5137.37
15022,715485483,5-25-24 10:28,120.58,OnlineShopping,Best Buy,5016.79
15023,715485483,5-28-24 15:28,107.19,Purchase,Grocery,4909.6
15024,715485483,5-31-24 13:28,182.07,Deposit,Cash Deposit,5091.67
15025,715485483,06-02-24 15:28,203.46,OnlineShopping,Amazon,4888.21
15026,715485483,06-05-24 17:28,106.27,Withdrawal,ATM Withdrawal,4781.94
15027,715485483,06-05-24 21:28,2650,IncomingTransfer,Salary,7431.94
15028,715485483,06-10-24 20:28,224.57,Withdrawal,Mobile App Withdrawal,7207.37
15029,715485483,06-10-24 21:28,1300,Payment,Rent Payment,5907.37
15030,715485483,6-17-24 10:28,207.08,Payment,Bill Payment,5700.29
15031,715485483,6-20-24 21:28,69.32,Return,AliExpress Return,5769.61
15032,715485483,6-22-24 15:28,50.6,Deposit,Check Deposit,5820.21
15033,715485483,6-30-24 12:28,202.24,Return,Best Buy Return,6022.45
15034,715485483,07-02-24 12:28,191.56,Deposit,Mobile Deposit,6214.01
15035,715485483,07-02-24 21:28,2650,IncomingTransfer,Salary,8864.01
15036,715485483,07-02-24 22:28,217.28,Deposit,Direct Deposit,9081.29
15037,715485483,07-03-24 17:28,94.06,Deposit,Check Deposit,9175.35
15038,715485483,07-08-24 12:28,243.23,OutgoingTransfer,Wire Transfer,8932.12
15039,715485483,07-10-24 21:28,1500,Payment,Rent Payment,7432.12
15040,715485483,07-11-24 22:28,65.02,Deposit,Cash Deposit,7497.14
15041,715485483,7-17-24 9:28,127.83,OutgoingTransfer,Bank Transfer,7369.31
30386,778888083,1-20-24 20:28,102.66,Deposit,Mobile Deposit,102.66
30387,778888083,1-31-24 21:28,251.24,OutgoingTransfer,Wire Transfer,-148.58
30388,778888083,02-03-24 21:28,4150,IncomingTransfer,Salary,4001.42
30389,778888083,02-11-24 18:28,107.9,Deposit,Mobile Deposit,4109.32
30390,778888083,02-12-24 17:28,384.75,Deposit,Direct Deposit,4494.07
30391,778888083,2-14-24 21:28,1500,Payment,Rent Payment,2994.07
30392,778888083,2-16-24 20:28,107.3,Withdrawal,Mobile App Withdrawal,2886.77
30393,778888083,2-18-24 20:28,296.41,Purchase,Home Improvement,2590.36
30394,778888083,2-18-24 20:28,113.74,Purchase,Travel,2476.62
30395,778888083,2-19-24 10:28,191.34,Deposit,Cash Deposit,2667.96
30396,778888083,2-20-24 11:28,269.2,Return,Target Return,2937.16
30397,778888083,2-22-24 13:28,269.71,OutgoingTransfer,International Transfer,2667.45
30398,778888083,2-24-24 14:28,59.44,Withdrawal,Mobile App Withdrawal,2608.01
30399,778888083,2-24-24 17:28,202.91,Purchase,Entertainment,2405.1
30400,778888083,2-26-24 21:28,385.85,Payment,Loan Payment,2019.25
30401,778888083,2-29-24 9:28,55.4,Withdrawal,ATM Withdrawal,1963.85
30402,778888083,03-03-24 21:28,299.9,Purchase,Entertainment,1663.95
30403,778888083,03-04-24 17:28,204.95,Purchase,Electronics,1459
30404,778888083,03-04-24 21:28,156.07,Deposit,Cash Deposit,1615.07
30405,778888083,03-05-24 21:28,4150,IncomingTransfer,Salary,5765.07
30406,778888083,03-06-24 13:28,308.56,OnlineShopping,Best Buy,5456.51
30407,778888083,3-14-24 15:28,390.53,Purchase,Home Improvement,5065.98
30408,778888083,3-14-24 21:28,1600,Payment,Rent Payment,3465.98
30409,778888083,3-17-24 14:28,376.17,Deposit,Cash Deposit,3842.15
30410,778888083,3-24-24 22:28,230.51,OutgoingTransfer,Bank Transfer,3611.64
30411,778888083,3-29-24 11:28,398.81,Deposit,Mobile Deposit,4010.45
30412,778888083,3-29-24 23:28,99.37,OutgoingTransfer,Wire Transfer,3911.08
30413,778888083,04-03-24 21:28,245.08,Return,Walmart Return,4156.16
30414,778888083,04-05-24 16:28,358.57,OutgoingTransfer,Bank Transfer,3797.59
30415,778888083,04-05-24 21:28,4150,IncomingTransfer,Salary,7947.59
30416,778888083,04-05-24 21:28,127.69,OnlineShopping,Best Buy,7819.9
30417,778888083,04-09-24 12:28,117.31,OutgoingTransfer,Wire Transfer,7702.59
30418,778888083,4-18-24 12:28,261.96,Deposit,Cash Deposit,7964.55
30419,778888083,4-18-24 21:28,2300,Payment,Rent Payment,5664.55
30420,778888083,4-22-24 10:28,354.3,Deposit,Cash Deposit,6018.85
30421,778888083,4-22-24 12:28,143.59,OutgoingTransfer,Peer-to-Peer Transfer,5875.26
