transaction_id,customer_id,transaction_date,spending_amount,expense_type,expense_description
7506,711583458,05-11-24 19:15,15.22,Entertainment,Sport event ticket
7507,711583458,05-11-24 20:52,4.97,Technology,Hardware purchase
7508,711583458,5-13-24 2:50,118.47,Health,Pharmacy
7509,711583458,5-14-24 9:46,24.52,Entertainment,Theater ticket
7510,711583458,5-18-24 5:52,30.81,Transportation,Gas station
7511,711583458,5-18-24 20:58,23.25,Restaurant,Dinner
7512,711583458,5-19-24 9:36,4.97,Technology,Online tech shopping
7513,711583458,5-21-24 4:32,34.17,Entertainment,Sport event ticket
7514,711583458,5-22-24 17:15,215.98,Clothing,Thrift store
7515,711583458,5-22-24 20:51,36.56,Groceries,Farmer's market
7516,711583458,5-23-24 17:04,46.24,Health,Pharmacy
7517,711583458,5-24-24 0:00,76.67,Restaurant,Dinner
7518,711583458,5-24-24 21:34,24.87,Entertainment,Theater ticket
7519,711583458,5-25-24 23:38,27.68,Miscellaneous,Other expenses
7520,711583458,5-30-24 18:58,32.12,Miscellaneous,Hobbies
7521,711583458,06-05-24 17:23,193.27,Entertainment,Sport event ticket
7522,711583458,06-05-24 20:28,12.9,Entertainment,Museum entry
7523,711583458,06-09-24 22:12,108.81,Groceries,Supermarket shopping
7524,711583458,6-13-24 14:46,18.69,Technology,Gadget store
7525,711583458,6-17-24 14:07,32.31,Restaurant,Cafe
7526,711583458,6-17-24 21:52,24.41,Technology,Gadget store
7527,711583458,6-18-24 2:33,7.84,Restaurant,Brunch
7528,711583458,6-18-24 7:06,23.68,Clothing,Thrift store
7529,711583458,6-18-24 16:48,31.56,Miscellaneous,Home supplies
7530,711629733,1-23-24 8:22,17.14,Technology,Gadget store
7531,711629733,1-23-24 16:01,124.37,Technology,Hardware purchase
7532,711629733,1-24-24 16:48,139.44,Health,Optometrist visit
7533,711629733,1-31-24 6:00,58.22,Clothing,Retail store shopping
7534,711629733,1-31-24 16:49,12.9,Clothing,Footwear store
7535,711629733,1-31-24 20:58,32.02,Miscellaneous,Home supplies
7536,711629733,02-03-24 17:42,32.17,Technology,Hardware purchase
7537,711629733,02-05-24 12:52,28.14,Entertainment,Concert ticket
7538,711629733,02-05-24 16:01,31.66,Clothing,Boutique shopping
7539,711629733,02-06-24 12:21,32.94,Entertainment,Museum entry
7540,711629733,02-09-24 2:34,4.99,Restaurant,Fast food
7541,711629733,02-09-24 12:23,328.65,Restaurant,Cafe
7542,711629733,02-09-24 14:21,258.58,Miscellaneous,Pet supplies
7543,711629733,2-14-24 2:05,8.11,Miscellaneous,Donations
7544,711629733,2-15-24 3:24,7.7,Clothing,Footwear store
7545,711629733,2-16-24 9:31,10.69,Transportation,Bus ticket
7546,711629733,2-18-24 19:41,62.44,Entertainment,Amusement park
7547,711629733,2-20-24 22:14,270.85,Entertainment,Concert ticket
7548,711629733,2-21-24 0:01,284.95,Restaurant,Cafe
7549,711629733,2-22-24 20:09,29.95,Clothing,Footwear store
7550,711629733,2-22-24 22:40,151.69,Technology,Electronics shopping
7551,711629733,2-23-24 9:10,83.54,Health,Dental care
7552,711629733,2-25-24 9:32,5.04,Health,Dental care
7553,711629733,03-01-24 0:36,17.58,Entertainment,Amusement park
7554,711629733,03-02-24 4:38,96.73,Entertainment,Sport event ticket
7555,711629733,03-02-24 23:13,205.57,Technology,Electronics shopping
7556,711629733,03-04-24 11:29,12.6,Miscellaneous,Gifts
7557,711629733,03-07-24 4:03,287.76,Entertainment,Museum entry
7558,711629733,03-08-24 1:09,21.2,Miscellaneous,Donations
7559,711629733,03-08-24 8:32,23.13,Health,Doctor appointment
7560,711629733,03-08-24 18:32,13.01,Transportation,Train ticket
7561,711629733,03-09-24 9:59,8.18,Health,Optometrist visit
7562,711629733,03-10-24 5:01,306.44,Restaurant,Brunch
7563,711629733,03-12-24 12:02,38.34,Groceries,Grocery store shopping
7564,711629733,3-13-24 17:52,36.17,Transportation,Taxi
7565,711629733,3-17-24 12:31,20.45,Miscellaneous,Hobbies
7566,711629733,3-17-24 19:13,93.39,Health,Doctor appointment
7567,711629733,3-20-24 5:42,11.33,Miscellaneous,Home supplies
7568,711629733,3-21-24 15:53,28.16,Transportation,Flight ticket
7569,711629733,3-27-24 3:20,51.16,Health,Optometrist visit
7570,711629733,3-29-24 8:10,5.9,Entertainment,Sport event ticket
7571,711629733,04-02-24 22:26,5,Transportation,Bus ticket
7572,711629733,04-04-24 4:32,249.31,Clothing,Thrift store
7573,711629733,04-04-24 8:16,17.45,Health,Optometrist visit
7574,711629733,04-11-24 16:51,59.94,Groceries,Farmer's market
7575,711629733,04-12-24 12:27,54.25,Transportation,Bus ticket
7576,711629733,4-16-24 14:23,6.62,Groceries,Grocery store shopping
7577,711629733,4-17-24 3:39,72.36,Clothing,Retail store shopping
7578,711629733,4-18-24 0:54,25.98,Transportation,Flight ticket
7579,711629733,4-19-24 23:28,586.55,Transportation,Taxi
7580,711629733,4-21-24 20:36,4.99,Health,Optometrist visit
7581,711629733,4-22-24 14:59,9.82,Miscellaneous,Gifts
7582,711629733,4-22-24 21:55,16.45,Entertainment,Amusement park
7583,711629733,4-27-24 11:08,13.52,Clothing,Retail store shopping
7584,711629733,4-28-24 9:05,45.73,Transportation,Gas station
7585,711629733,4-28-24 15:51,105.01,Transportation,Bus ticket
7586,711629733,4-28-24 19:45,178.19,Technology,Software purchase
7587,711629733,05-02-24 14:25,16.27,Restaurant,Brunch
7588,711629733,05-04-24 19:40,65.72,Restaurant,Fast food
7589,711629733,05-07-24 19:40,16.94,Transportation,Taxi
7590,711629733,05-09-24 11:27,23.06,Clothing,Thrift store
7591,711629733,05-09-24 17:56,12.09,Technology,Electronics shopping
7592,711629733,05-10-24 5:19,15.01,Groceries,Farmer's market
7593,711629733,05-10-24 17:30,80.44,Clothing,Boutique shopping
7594,711629733,05-10-24 19:20,9.87,Clothing,Footwear store
7595,711629733,5-13-24 6:05,7.06,Groceries,Farmer's market
7596,711629733,5-14-24 0:01,263.5,Entertainment,Museum entry
7597,711629733,5-15-24 9:28,53.41,Miscellaneous,Gifts
7598,711629733,5-15-24 10:56,18.69,Miscellaneous,Home supplies
7599,711629733,5-15-24 14:44,6.35,Technology,Online tech shopping
7600,711629733,5-21-24 2:22,253.37,Groceries,Grocery store shopping
7601,711629733,5-21-24 15:18,5,Clothing,Retail store shopping
7602,711629733,5-25-24 11:17,638.47,Miscellaneous,Home supplies
7603,711629733,5-27-24 9:11,51.25,Miscellaneous,Home supplies
7604,711629733,5-29-24 6:52,37.98,Miscellaneous,Pet supplies
7605,711629733,06-05-24 5:53,61.05,Entertainment,Sport event ticket
7606,711629733,06-08-24 16:09,350.37,Health,Doctor appointment
7607,711629733,06-12-24 22:25,58.89,Transportation,Flight ticket
7608,711629733,6-16-24 21:31,33.28,Clothing,Thrift store
7609,711629733,6-19-24 2:28,73.96,Technology,Gadget store
7610,711629733,6-21-24 23:25,14.73,Transportation,Bus ticket
7611,711629733,6-22-24 18:05,62.27,Restaurant,Breakfast
7612,711629733,6-29-24 6:51,29.29,Entertainment,Concert ticket
7613,711629733,6-29-24 20:33,304.69,Miscellaneous,Donations
7614,711629733,07-03-24 18:14,187.14,Entertainment,Theater ticket
7615,711629733,07-05-24 5:56,82.84,Miscellaneous,Other expenses
7616,711629733,07-05-24 7:22,5,Restaurant,Brunch
7617,711629733,07-08-24 14:34,24.51,Miscellaneous,Other expenses
7618,711629733,07-10-24 21:22,327.98,Miscellaneous,Pet supplies
7619,711629733,07-11-24 14:33,5,Health,Doctor appointment
7620,711629733,07-12-24 5:15,19.15,Groceries,Farmer's market
7621,711629733,07-12-24 17:36,17.56,Clothing,Retail store shopping
7622,711629733,7-13-24 5:49,29.81,Groceries,Farmer's market
7623,711629733,7-17-24 3:30,200.3,Entertainment,Theater ticket
7624,711629733,7-19-24 4:22,7.82,Miscellaneous,Hobbies
7625,711631158,1-27-24 14:27,80.51,Groceries,Organic food store
7626,711631158,1-28-24 1:12,99.01,Entertainment,Museum entry
7627,711631158,02-05-24 5:15,12.96,Transportation,Taxi
7628,711631158,02-05-24 11:45,130.02,Transportation,Bus ticket
7629,711631158,2-16-24 3:29,238.9,Entertainment,Theater ticket
7630,711631158,2-16-24 17:18,115.82,Groceries,Organic food store
7631,711631158,2-17-24 13:45,84.17,Clothing,Boutique shopping
7632,711631158,2-19-24 3:30,123.86,Clothing,Footwear store
7633,711631158,2-20-24 21:00,9.43,Clothing,Footwear store
7634,711631158,2-21-24 5:11,28.59,Technology,Online tech shopping
7635,711631158,03-02-24 3:11,32.01,Clothing,Online clothing shopping
7636,711631158,03-08-24 4:04,44.63,Health,Optometrist visit
7637,711631158,03-09-24 8:51,124.72,Entertainment,Theater ticket
7638,711631158,03-09-24 16:03,58.92,Entertainment,Concert ticket
7639,711631158,03-11-24 4:10,34.67,Entertainment,Concert ticket
7640,711631158,3-15-24 10:18,32.98,Groceries,Supermarket shopping
7641,711631158,3-17-24 20:03,6.95,Clothing,Online clothing shopping
7642,711631158,3-19-24 7:40,240.19,Miscellaneous,Donations
7643,711631158,3-20-24 1:30,5,Clothing,Online clothing shopping
7644,711631158,3-21-24 11:35,14.92,Restaurant,Dinner
7645,711631158,3-22-24 10:08,70.6,Groceries,Grocery store shopping
7646,711631158,3-23-24 14:52,344.11,Clothing,Thrift store
7647,711631158,3-24-24 6:48,21.65,Clothing,Footwear store
7648,711631158,04-01-24 9:58,78.46,Technology,Electronics shopping
7649,711631158,04-04-24 8:09,56.32,Entertainment,Sport event ticket
7650,711631158,04-04-24 11:44,58.33,Clothing,Footwear store
7651,711631158,04-09-24 1:02,25.6,Groceries,Grocery store shopping
7652,711631158,04-12-24 13:15,70.69,Miscellaneous,Gifts
7653,711631158,4-18-24 11:51,47.27,Transportation,Train ticket
7654,711631158,4-19-24 4:30,251.51,Transportation,Bus ticket
7655,711631158,4-22-24 10:33,85.98,Restaurant,Cafe
7656,711631158,4-22-24 23:18,116.19,Entertainment,Theater ticket
7657,711631158,4-26-24 16:57,5.86,Entertainment,Concert ticket
7658,711631158,4-26-24 20:02,105.55,Health,Dental care
7659,711631158,05-01-24 18:23,140.17,Transportation,Bus ticket
7660,711631158,05-05-24 22:19,17.29,Technology,Software purchase
7661,711631158,05-07-24 14:13,4.96,Technology,Gadget store
7662,711631158,05-07-24 21:04,18.63,Health,Optometrist visit
7663,711631158,05-09-24 9:15,7.03,Clothing,Thrift store
7664,711631158,05-11-24 1:02,4.96,Restaurant,Cafe
7665,711631158,05-11-24 4:46,83.95,Health,Optometrist visit
7666,711631158,5-14-24 3:16,143,Health,Dental care
7667,711631158,5-18-24 21:16,4.96,Restaurant,Breakfast
7668,711631158,5-19-24 0:16,13.16,Miscellaneous,Donations
7669,711631158,5-20-24 14:48,76.63,Miscellaneous,Pet supplies
7670,711631158,5-21-24 18:41,15.78,Miscellaneous,Gifts
7671,711631158,5-24-24 18:33,79.38,Transportation,Taxi
7672,711631158,5-25-24 11:12,18.17,Transportation,Train ticket
7673,711631158,5-26-24 18:48,127.55,Clothing,Boutique shopping
7674,711631158,5-27-24 10:00,28.3,Restaurant,Dinner
7675,711631158,06-04-24 18:57,15.87,Health,Therapy session
7676,711631158,06-05-24 19:21,23.78,Clothing,Retail store shopping
7677,711631158,06-06-24 11:08,4.99,Transportation,Taxi
7678,711631158,06-08-24 0:52,16.04,Restaurant,Fast food
7679,711631158,06-08-24 1:37,86,Clothing,Retail store shopping
7680,711631158,6-13-24 23:47,177.41,Technology,Online tech shopping
7681,711631158,6-14-24 1:49,15.26,Miscellaneous,Hobbies
7682,711631158,6-14-24 22:41,234.92,Entertainment,Sport event ticket
7683,711631158,6-17-24 18:48,18.85,Miscellaneous,Other expenses
7684,711631158,6-24-24 10:19,37.04,Health,Optometrist visit
7685,711631158,6-25-24 23:43,6.98,Entertainment,Concert ticket
7686,711631158,6-27-24 9:16,13.32,Groceries,Supermarket shopping
7687,711631158,6-28-24 0:07,25.11,Groceries,Farmer's market
7688,711631158,6-28-24 11:12,21.58,Health,Doctor appointment
7689,711631158,6-28-24 17:59,16.82,Groceries,Farmer's market
7690,711631158,6-28-24 21:41,95.15,Clothing,Thrift store
7691,711631158,6-29-24 7:36,4.96,Transportation,Bus ticket
7692,711631158,6-29-24 21:08,14.38,Transportation,Flight ticket
7693,711631158,6-30-24 3:09,7.24,Groceries,Organic food store
7694,711631158,07-02-24 3:09,79.94,Entertainment,Sport event ticket
7695,711631158,07-06-24 5:42,231.47,Technology,Hardware purchase
7696,711631158,07-06-24 8:37,4.96,Groceries,Grocery store shopping
7697,711631158,07-07-24 4:54,10.05,Health,Therapy session
7698,711631158,07-07-24 6:14,23.25,Miscellaneous,Home supplies
7699,711631158,07-07-24 19:18,21.48,Restaurant,Brunch
7700,711631158,07-09-24 19:09,20.7,Restaurant,Lunch
7701,711631158,7-16-24 1:19,4.96,Clothing,Retail store shopping
7702,711631158,7-16-24 11:41,10.14,Technology,Hardware purchase
7703,711631158,7-17-24 15:35,171.17,Clothing,Boutique shopping
7704,711631158,7-18-24 15:25,113.42,Technology,Software purchase
7705,711631158,7-18-24 22:49,7.22,Entertainment,Concert ticket
7706,711631158,7-19-24 4:24,5.32,Entertainment,Concert ticket
7707,711631158,7-19-24 7:33,20.77,Clothing,Online clothing shopping
7708,711636558,1-23-24 9:52,18.04,Technology,Software purchase
7709,711636558,1-23-24 11:14,215.84,Transportation,Train ticket
7710,711636558,1-24-24 16:47,151.38,Restaurant,Breakfast
7711,711636558,1-25-24 9:31,16.23,Miscellaneous,Home supplies
7712,711636558,02-05-24 21:30,198.27,Transportation,Bus ticket
7713,711636558,02-07-24 1:15,343.41,Transportation,Flight ticket
7714,711636558,02-12-24 17:28,609.52,Entertainment,Theater ticket
7715,711636558,2-17-24 17:53,82.2,Entertainment,Concert ticket
7716,711636558,2-21-24 7:30,28.66,Restaurant,Fast food
7717,711636558,2-22-24 11:12,402.42,Miscellaneous,Gifts
7718,711636558,2-22-24 18:10,47.71,Restaurant,Fast food
7719,711636558,2-25-24 5:49,80.77,Transportation,Train ticket
7720,711636558,03-04-24 20:13,101.32,Transportation,Bus ticket
7721,711636558,03-05-24 12:59,8.75,Clothing,Retail store shopping
7722,711636558,03-06-24 20:38,253.26,Entertainment,Concert ticket
7723,711636558,03-11-24 20:34,34.99,Miscellaneous,Gifts
7724,711636558,3-15-24 0:44,904.88,Miscellaneous,Hobbies
7725,711636558,3-18-24 14:32,363.85,Miscellaneous,Home supplies
7726,711636558,3-22-24 4:44,51.68,Transportation,Flight ticket
7727,711636558,3-24-24 10:01,7.66,Transportation,Train ticket
7728,711636558,3-24-24 16:46,33.99,Transportation,Train ticket
7729,711636558,3-24-24 23:48,135.3,Transportation,Car rental
7730,711636558,3-25-24 4:03,28.36,Restaurant,Dinner
7731,711636558,3-26-24 10:43,5,Technology,Software purchase
7732,711636558,3-29-24 1:22,372.76,Miscellaneous,Gifts
7733,711636558,3-29-24 17:40,52.52,Miscellaneous,Gifts
7734,711636558,3-30-24 20:25,43.74,Miscellaneous,Other expenses
7735,711636558,04-03-24 2:36,80.22,Entertainment,Sport event ticket
7736,711636558,04-03-24 16:34,355.78,Health,Pharmacy
7737,711636558,04-03-24 21:33,49.48,Miscellaneous,Pet supplies
7738,711636558,04-04-24 7:06,222.46,Restaurant,Brunch
7739,711636558,04-06-24 17:02,47.4,Miscellaneous,Home supplies
7740,711636558,04-09-24 1:39,477.44,Groceries,Supermarket shopping
7741,711636558,04-10-24 22:51,51.53,Groceries,Organic food store
7742,711636558,04-11-24 19:11,143.46,Technology,Electronics shopping
7743,711636558,4-13-24 4:28,50.75,Miscellaneous,Pet supplies
7744,711636558,4-13-24 12:03,33.44,Groceries,Organic food store
7745,711636558,4-13-24 20:50,52.75,Groceries,Farmer's market
7746,711636558,4-13-24 20:53,13.45,Technology,Online tech shopping
7747,711636558,4-14-24 4:54,22.92,Health,Therapy session
7748,711636558,4-14-24 23:02,16.72,Groceries,Farmer's market
7749,711636558,4-15-24 10:29,28.59,Entertainment,Concert ticket
7750,711636558,4-21-24 10:17,19.64,Health,Dental care
7751,711636558,4-24-24 3:36,46.34,Restaurant,Dinner
7752,711636558,4-24-24 18:11,46.55,Miscellaneous,Pet supplies
7753,711636558,4-26-24 4:21,13.8,Transportation,Gas station
7754,711636558,4-27-24 8:08,654.85,Miscellaneous,Hobbies
7755,711636558,4-27-24 14:26,343.34,Clothing,Boutique shopping
7756,711636558,4-30-24 8:03,46.82,Groceries,Supermarket shopping
7757,711636558,05-01-24 19:21,71.55,Restaurant,Lunch
7758,711636558,05-05-24 10:01,326.41,Groceries,Organic food store
7759,711636558,05-06-24 10:39,10.65,Transportation,Taxi
7760,711636558,05-06-24 11:01,61.89,Transportation,Flight ticket
7761,711636558,05-07-24 9:57,5,Transportation,Bus ticket
7762,711636558,05-11-24 3:35,131.84,Entertainment,Sport event ticket
7763,711636558,05-12-24 18:25,58.15,Groceries,Farmer's market
7764,711636558,5-19-24 0:19,28.03,Entertainment,Amusement park
7765,711636558,5-21-24 3:45,299.53,Health,Therapy session
7766,711636558,5-24-24 4:04,216.72,Restaurant,Breakfast
7767,711636558,5-26-24 6:35,32.58,Groceries,Grocery store shopping
7768,711636558,5-26-24 22:34,38.6,Groceries,Grocery store shopping
7769,711636558,5-29-24 17:04,21.35,Health,Doctor appointment
7770,711636558,5-31-24 4:54,29.8,Transportation,Gas station
7771,711636558,06-02-24 5:57,8.63,Transportation,Bus ticket
7772,711636558,06-03-24 3:54,37.77,Entertainment,Cinema ticket
7773,711636558,06-03-24 13:14,26.08,Technology,Gadget store
7774,711636558,06-07-24 15:08,21.77,Restaurant,Brunch
7775,711636558,06-07-24 18:15,161.38,Restaurant,Brunch
7776,711636558,06-10-24 11:16,5,Groceries,Supermarket shopping
7777,711636558,6-15-24 8:36,25.06,Technology,Hardware purchase
7778,711636558,6-15-24 20:22,45.84,Groceries,Grocery store shopping
7779,711636558,6-15-24 22:06,16.75,Miscellaneous,Gifts
7780,711636558,6-18-24 4:33,31.94,Groceries,Supermarket shopping
7781,711636558,6-18-24 13:01,328.93,Restaurant,Dinner
7782,711636558,6-19-24 4:53,29.16,Technology,Electronics shopping
7783,711636558,6-19-24 12:18,39.72,Clothing,Retail store shopping
7784,711636558,6-20-24 0:31,45.92,Technology,Software purchase
7785,711636558,6-20-24 5:13,38.86,Clothing,Retail store shopping
7786,711636558,6-22-24 18:56,40.41,Groceries,Grocery store shopping
7787,711636558,6-23-24 0:13,18.2,Groceries,Grocery store shopping
7788,711636558,6-23-24 4:42,24.15,Technology,Electronics shopping
7789,711636558,6-26-24 7:34,421.84,Clothing,Online clothing shopping
7790,711636558,6-27-24 18:59,38.74,Transportation,Train ticket
7791,711636558,6-29-24 22:35,40.39,Entertainment,Museum entry
7792,711636558,6-30-24 9:36,37.2,Miscellaneous,Pet supplies
7793,711636558,07-02-24 4:29,22.14,Clothing,Footwear store
7794,711636558,07-03-24 5:00,11.2,Transportation,Flight ticket
7795,711636558,07-04-24 10:29,107.24,Technology,Hardware purchase
7796,711636558,07-05-24 15:49,17.04,Technology,Hardware purchase
7797,711636558,07-06-24 11:15,397.9,Health,Therapy session
7798,711636558,07-07-24 6:41,22.11,Entertainment,Cinema ticket
7799,711636558,07-08-24 18:48,5.34,Technology,Software purchase
7800,711636558,07-11-24 0:34,32.54,Restaurant,Fast food
7801,711636558,07-11-24 20:37,9.36,Restaurant,Cafe
7802,711636558,07-12-24 0:18,64.57,Transportation,Gas station
7803,711636558,07-12-24 10:18,39.33,Entertainment,Amusement park
7804,711636558,7-14-24 4:27,352.91,Restaurant,Lunch
7805,711636558,7-15-24 9:45,48.23,Transportation,Train ticket
7806,711636558,7-16-24 10:03,24.39,Entertainment,Amusement park
7807,711636558,7-19-24 10:19,40.49,Miscellaneous,Other expenses
7808,711638658,1-23-24 4:50,467.48,Entertainment,Museum entry
7809,711638658,1-25-24 23:09,48.87,Restaurant,Lunch
7810,711638658,1-28-24 0:38,63.77,Transportation,Flight ticket
7811,711638658,02-02-24 0:45,61.16,Health,Doctor appointment
7812,711638658,02-02-24 2:07,696.52,Entertainment,Concert ticket
7813,711638658,02-04-24 13:45,44.72,Restaurant,Lunch
7814,711638658,02-04-24 20:26,353.84,Transportation,Gas station
7815,711638658,02-07-24 3:00,70.07,Transportation,Flight ticket
7816,711638658,02-07-24 4:03,76.78,Entertainment,Theater ticket
7817,711638658,02-09-24 3:26,46.94,Technology,Hardware purchase
7818,711638658,02-10-24 19:17,54.97,Health,Therapy session
7819,711638658,02-11-24 11:20,13.8,Technology,Software purchase
7820,711638658,2-13-24 23:46,43.64,Restaurant,Dinner
7821,711638658,2-14-24 0:53,64.31,Clothing,Online clothing shopping
7822,711638658,2-15-24 5:14,46,Groceries,Farmer's market
7823,711638658,2-16-24 15:25,62.41,Health,Optometrist visit
7824,711638658,2-17-24 11:26,50.89,Transportation,Flight ticket
7825,711638658,2-21-24 18:07,123.37,Miscellaneous,Donations
7826,711638658,2-21-24 21:18,137.71,Groceries,Farmer's market
7827,711638658,03-04-24 20:00,245.18,Technology,Electronics shopping
7828,711638658,03-09-24 1:12,8.36,Restaurant,Fast food
7829,711638658,03-12-24 2:51,98.86,Transportation,Car rental
7830,711638658,3-13-24 2:21,459.51,Miscellaneous,Hobbies
7831,711638658,3-13-24 17:07,21.5,Groceries,Farmer's market
7832,711638658,3-15-24 16:34,68.21,Entertainment,Sport event ticket
7833,711638658,3-16-24 4:54,83.27,Entertainment,Amusement park
7834,711638658,3-19-24 4:25,335.8,Clothing,Online clothing shopping
7835,711638658,3-19-24 7:52,42.43,Miscellaneous,Gifts
7836,711638658,3-22-24 6:38,33.35,Technology,Software purchase
7837,711638658,3-24-24 2:38,51.69,Transportation,Gas station
7838,711638658,3-25-24 16:20,11.75,Technology,Electronics shopping
7839,711638658,3-26-24 2:19,34.82,Technology,Online tech shopping
7840,711638658,3-26-24 7:09,65.23,Health,Doctor appointment
7841,711638658,3-26-24 10:16,45.01,Restaurant,Cafe
7842,711638658,3-26-24 14:45,26.11,Health,Pharmacy
7843,711638658,04-01-24 20:10,48.87,Restaurant,Cafe
7844,711638658,04-03-24 10:50,17.57,Health,Therapy session
7845,711638658,04-05-24 7:02,300.1,Health,Optometrist visit
7846,711638658,04-05-24 15:48,14.35,Health,Doctor appointment
7847,711638658,04-07-24 10:35,161.03,Health,Optometrist visit
7848,711638658,04-09-24 4:15,8.9,Transportation,Train ticket
7849,711638658,04-09-24 6:51,257.45,Health,Pharmacy
7850,711638658,04-09-24 8:15,29.88,Technology,Electronics shopping
7851,711638658,04-10-24 2:36,43.84,Miscellaneous,Pet supplies
7852,711638658,04-11-24 1:50,10.85,Restaurant,Fast food
7853,711638658,04-11-24 20:02,41.33,Groceries,Farmer's market
7854,711638658,04-12-24 11:21,20.89,Groceries,Grocery store shopping
7855,711638658,04-12-24 23:29,7.75,Miscellaneous,Other expenses
7856,711638658,4-13-24 1:21,333,Restaurant,Brunch
7857,711638658,4-13-24 4:22,58.27,Clothing,Footwear store
7858,711638658,4-13-24 11:02,7.88,Miscellaneous,Hobbies
7859,711638658,4-15-24 9:11,44.51,Entertainment,Amusement park
7860,711638658,4-21-24 18:44,318.22,Clothing,Boutique shopping
7861,711638658,4-25-24 4:16,334.02,Miscellaneous,Donations
7862,711638658,4-30-24 7:15,342.21,Technology,Hardware purchase
7863,711638658,05-02-24 16:40,55.7,Entertainment,Museum entry
7864,711638658,05-03-24 10:00,5,Transportation,Car rental
7865,711638658,05-05-24 13:55,70.09,Transportation,Taxi
7866,711638658,05-09-24 7:19,305.04,Miscellaneous,Pet supplies
7867,711638658,05-09-24 19:22,22.03,Health,Therapy session
7868,711638658,05-12-24 7:40,533.82,Clothing,Retail store shopping
7869,711638658,5-15-24 2:55,252.77,Restaurant,Fast food
7870,711638658,5-17-24 1:21,29.98,Miscellaneous,Donations
7871,711638658,5-17-24 23:04,31.41,Groceries,Supermarket shopping
7872,711638658,5-21-24 17:23,25.5,Restaurant,Breakfast
7873,711638658,5-22-24 10:33,44.62,Groceries,Farmer's market
7874,711638658,5-24-24 4:58,38.79,Groceries,Farmer's market
7875,711638658,5-25-24 8:54,26.58,Transportation,Bus ticket
7876,711638658,5-29-24 5:57,32.14,Entertainment,Cinema ticket
7877,711638658,5-30-24 6:29,26,Miscellaneous,Home supplies
7878,711638658,06-02-24 2:02,11.13,Restaurant,Breakfast
7879,711638658,06-02-24 6:09,83.88,Transportation,Gas station
7880,711638658,06-02-24 11:55,462.3,Groceries,Supermarket shopping
7881,711638658,06-05-24 12:13,13.18,Miscellaneous,Other expenses
7882,711638658,06-05-24 18:32,163.89,Technology,Software purchase
7883,711638658,06-07-24 0:32,20.61,Miscellaneous,Home supplies
7884,711638658,06-07-24 10:36,36.51,Transportation,Bus ticket
7885,711638658,06-07-24 23:40,72.12,Miscellaneous,Other expenses
7886,711638658,06-09-24 21:19,318.49,Transportation,Bus ticket
7887,711638658,06-10-24 0:33,496.95,Technology,Online tech shopping
7888,711638658,6-13-24 20:53,114.78,Technology,Hardware purchase
7889,711638658,6-14-24 10:09,398.31,Transportation,Bus ticket
7890,711638658,6-14-24 21:48,36.98,Clothing,Retail store shopping
7891,711638658,6-17-24 14:53,25.7,Entertainment,Cinema ticket
7892,711638658,6-18-24 3:07,19.24,Health,Pharmacy
7893,711638658,6-18-24 16:44,8.6,Entertainment,Concert ticket
7894,711638658,6-21-24 22:10,13.94,Entertainment,Museum entry
7895,711638658,6-24-24 0:04,6.11,Health,Optometrist visit
7896,711638658,6-24-24 16:50,21.81,Groceries,Farmer's market
7897,711638658,6-26-24 8:02,15.5,Technology,Online tech shopping
7898,711638658,07-01-24 3:59,43.27,Miscellaneous,Other expenses
7899,711638658,07-01-24 22:13,232.03,Health,Pharmacy
7900,711638658,07-02-24 4:20,217,Technology,Online tech shopping
7901,711638658,07-04-24 13:25,13.9,Clothing,Boutique shopping
7902,711638658,07-04-24 22:51,41.29,Clothing,Footwear store
7903,711638658,07-06-24 17:13,318.53,Restaurant,Lunch
7904,711638658,07-07-24 5:57,459.76,Transportation,Flight ticket
7905,711638658,07-08-24 11:17,38.9,Technology,Online tech shopping
7906,711638658,07-09-24 10:52,130.19,Clothing,Retail store shopping
7907,711638658,07-10-24 23:58,389.48,Technology,Online tech shopping
7908,711638658,07-12-24 5:00,39.44,Technology,Electronics shopping
7909,711638658,7-14-24 17:25,25.21,Health,Optometrist visit
7910,711638658,7-16-24 15:34,25.52,Health,Therapy session
7911,711638658,7-19-24 19:53,377.36,Groceries,Farmer's market
7912,711663858,1-26-24 0:57,27.44,Health,Optometrist visit
7913,711663858,1-27-24 21:46,28.75,Clothing,Boutique shopping
7914,711663858,02-01-24 14:50,596.65,Groceries,Supermarket shopping
7915,711663858,2-13-24 19:38,34.01,Technology,Gadget store
7916,711663858,2-15-24 9:52,69.7,Health,Pharmacy
7917,711663858,2-17-24 15:09,268.51,Miscellaneous,Gifts
7918,711663858,2-20-24 7:03,56.36,Groceries,Grocery store shopping
7919,711663858,2-22-24 8:13,440.37,Restaurant,Dinner
7920,711663858,2-26-24 5:37,61.22,Clothing,Boutique shopping
7921,711663858,2-26-24 14:42,53.19,Entertainment,Amusement park
7922,711663858,03-01-24 20:09,56.17,Groceries,Organic food store
7923,711663858,03-04-24 6:59,14,Health,Pharmacy
7924,711663858,03-07-24 10:49,327.48,Restaurant,Fast food
7925,711663858,03-07-24 16:04,29.93,Clothing,Thrift store
7926,711663858,03-09-24 2:56,75.07,Entertainment,Cinema ticket
7927,711663858,03-12-24 15:03,23.29,Transportation,Gas station
7928,711663858,3-15-24 10:37,59.11,Transportation,Car rental
7929,711663858,3-17-24 9:59,105.38,Groceries,Grocery store shopping
