CustomerID,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,jobs,Total_Trans_Ct,Total_Trans_Amt,Ocak_Trans_Ct,Subat_Trans_Ct,Mart_Trans_Ct,Nisan_Trans_Ct,Mayis_Trans_Ct,Haziran_Trans_Ct,Temmuz_Trans_Ct,Ocak_Trans_Amt,Subat_Trans_Amt,Mart_Trans_Amt,Nisan_Trans_Amt,Mayis_Trans_Amt,Haziran_Trans_Amt,Temmuz_Trans_Amt,credit_card_tran_ct,credit_card_tran_Amt,credit_card_tran_ct_1,credit_card_tran_ct_2,credit_card_tran_ct_3,credit_card_tran_ct_4,credit_card_tran_ct_5,credit_card_tran_ct_6,credit_card_tran_ct_7,credit_card_tran_Amt_1,credit_card_tran_Amt_2,credit_card_tran_Amt_3,credit_card_tran_Amt_4,credit_card_tran_Amt_5,credit_card_tran_Amt_6,credit_card_tran_Amt_7
711275433,47,M,4,Uneducated,Unknown,Unknown,Blue,36,3,3,3,18873,0,18873,0.636,0.52,0.22943813,unknown,50,48529.38,2,5,11,9,9,7,7,327.96,6999.76,8362.56,8761.64,7936.33,8161.38,7979.75,90,51962.23,7,18,21,18,14,12,0,3052.5,10681.77,10319.63,15635.56,6598.89,5673.88,0
711283008,50,M,1,High School,Single,$80K - $120K,Silver,36,4,5,3,34516,0,34516,0.732,0.694,0.183262569,entrepreneur,117,121809.46,11,14,14,13,24,20,21,5249.93,18133.44,16520.83,16609.31,22338.71,21084.17,21873.07,67,75905.89,3,9,13,17,15,10,0,4695.6,16033.15,16217.07,16849.67,13626.36,8484.04,0
711286533,43,M,3,Graduate,Unknown,$60K - $80K,Blue,31,5,1,2,13448,0,13448,0.667,0.722,0.228269012,management,74,66867.24,5,13,13,11,11,12,9,1572.62,11199.35,12011.65,11147.32,11501.4,10265.49,9169.41,86,36837.14,3,7,18,22,25,11,0,2710.07,8743.37,6801.55,6877.68,7164.76,4539.71,0
711379083,60,F,0,Doctorate,Single,Less than $40K,Blue,42,5,3,3,2758,1429,1329,0.718,0.644,0.253444223,retired,92,42793.67,5,14,17,16,11,17,12,626.75,6807.46,8048.07,7276.72,6718.95,6709.55,6606.17,132,8387.99,6,22,22,19,25,24,14,598.21,1061.82,1702.28,1108.68,1851.67,1562,503.33
711389358,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791,2517,3274,0.69,0.641,0.205603523,admin.,82,71469.87,4,19,13,16,12,12,6,1250.91,13189.5,11811.6,13033.6,10910.51,11714.83,9558.92,103,14287.8,5,22,22,22,18,8,6,131.96,2594.4,2412.59,2680.63,2736.68,1212.92,2518.62
711399408,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373,0,12373,0.71,0.429,0.287019788,engineer,52,46089,4,9,7,9,11,8,4,982.56,7300.4,7513.27,7797.54,7874.07,7583.97,7037.19,61,42615.55,3,5,9,11,17,16,0,4743.52,7880.28,7740.25,9680.67,8155.8,4415.03,0
711423558,60,F,1,Post-Graduate,Single,$40K - $60K,Blue,50,4,1,2,4606,0,4606,0.857,1.032,0.232511941,retired,75,49430.27,3,10,14,11,13,12,12,858.25,6696.95,9356.58,8078.87,8483.46,7493.4,8462.76,41,12851.4,2,10,8,9,7,5,0,1040.68,2120.3,3161.94,2737.94,1273.88,2516.66,0
711445233,42,F,5,Uneducated,Single,Less than $40K,Blue,36,6,3,1,1438.3,0,1438.3,0.813,0.95,0.223726506,blue-collar,90,31345.4,8,12,13,21,11,17,8,929.24,5521.02,4598.54,6307.66,4145.23,5582.85,4260.86,79,3861.43,5,9,12,16,20,17,0,348.74,364.97,741.2,814.25,843.73,748.54,0
711455133,55,M,3,College,Single,$120K +,Blue,36,5,3,3,12948,1839,11109,1.113,0.68,0.075381269,engineer,60,160547.05,3,11,7,11,9,12,7,1328.31,27165.4,24034.4,25765.63,26400.24,29198.92,26654.15,95,11712.44,3,5,19,19,15,16,18,1121.1,1035.59,2694.46,1703.17,1832.46,1524.63,1801.03
711474333,57,F,2,Uneducated,Single,Less than $40K,Blue,51,3,5,2,1614,0,1614,0.241,0.357,0.250281908,unemployed,38,5197.97,2,7,8,8,5,4,4,412.56,783.69,1163.36,1108.38,597.24,537.28,595.46,69,4847.46,4,9,10,16,18,12,0,339.92,746.04,1014.69,1249.86,679.12,817.83,0
711502908,44,M,3,Graduate,Single,$60K - $80K,Blue,39,6,2,2,7532,0,7532,0.476,0.619,0.232613294,management,80,67425.14,8,15,11,10,13,14,9,2296.62,12525.67,10205.87,10119.29,10304.36,12203.83,9769.5,92,21024.52,2,18,17,23,26,6,0,248.21,5209.33,3923.18,4230.66,6550.38,862.76,0
711569433,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648,1926,7722,0.549,1.75,0.111687137,blue-collar,40,38763.49,5,5,6,6,6,8,4,762.14,5616.77,6324.16,6191.47,6651.76,6816.43,6400.76,109,12930.69,4,17,27,17,20,12,12,588.92,2289.68,2645.65,1589.51,2886.43,1312.97,1617.53
711583458,48,F,2,College,Married,Less than $40K,Blue,36,4,3,1,1438.3,0,1438.3,0.743,0.822,0.259796867,services,94,29357.22,8,8,24,20,15,12,7,835.12,3997.21,6000.97,5866.31,4767.67,4292.01,3597.93,74,4483.99,5,9,15,13,23,9,0,185.84,664.42,1231.4,789.47,1159.39,453.47,0
711629733,45,F,2,Graduate,Married,Less than $40K,Blue,34,5,3,1,5371,1499,3872,0.737,0.65,0.127452523,housemaid,84,43626.22,6,16,12,18,12,12,8,480.81,7434.49,7074.24,7855.57,7095.85,7272,6413.26,95,8214.57,6,17,18,16,18,9,11,384.09,1632.09,1277.1,1451.17,1574.48,988.53,907.11
711631158,52,F,2,High School,Single,Less than $40K,Blue,42,6,2,2,1438.3,869,569.3,0.821,0.878,0.301330854,blue-collar,95,37714.53,2,13,18,14,17,20,11,399.46,6048.74,6141.34,6093.48,6186.7,7306.63,5538.18,83,5200.85,2,8,13,11,16,19,14,179.52,743.75,1031.35,901.76,783.92,835.7,724.85
711636558,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,2711,2073,638,0.711,0.75,0.35106572,management,60,110746.6,3,10,11,8,12,9,7,1426.97,17477.49,17670.1,18326.64,20041.21,18447.88,17356.31,100,11420.87,4,8,15,22,14,22,15,401.49,1792.96,2398.06,2817.73,1332.1,1483.74,1194.79
711638658,33,M,4,High School,Single,$40K - $60K,Blue,25,4,1,1,8650,1929,6721,0.777,1.032,0.122838439,technician,81,66060.11,1,16,16,10,16,12,10,364.53,12497.09,11273.9,9808.9,10328.52,10525.67,11261.5,104,12750.63,3,16,16,20,15,20,14,580.12,1947.13,1631.08,2400.92,1499.47,2340.03,2351.88
711663858,28,M,1,Post-Graduate,Single,Unknown,Blue,13,4,3,3,20030,1204,18826,0.979,0.693,0.027514021,engineer,145,97685.38,10,34,24,18,22,24,13,1685.87,17936.66,16662.76,14194.7,14977.35,17356.15,14871.89,101,6613.27,2,8,16,22,19,19,15,56.19,1580.01,1036.5,831.48,1220.72,1204.89,683.48
711694083,59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,3030,1251,1779,0.694,0.775,0.225941144,unknown,89,33125.55,4,15,13,19,15,15,8,521.6,5444.54,5435.84,6014.56,5232.55,5914.31,4562.15,66,8215.22,1,11,5,14,13,10,12,438.51,2110.01,538.09,1327.02,1593.81,1242.4,965.38
711711483,61,M,0,High School,Married,$80K - $120K,Blue,50,4,1,3,2800,2448,352,0.549,0.481,0.442195833,retired,58,113846.03,4,8,10,11,9,11,5,1814.51,17226.98,20628.72,19712.96,17861.26,18674.08,17927.52,70,14857.78,6,9,5,13,17,7,13,1186.31,1940.37,1726.16,2713.58,2948.29,1863.38,2479.69
711745233,30,F,0,High School,Single,Unknown,Blue,22,1,2,4,13894,0,13894,0.845,0.533,0.242245334,unknown,81,65724.11,5,13,19,12,7,13,12,1378.15,11258.86,12348.78,10842.38,8503.26,11449.57,9943.11,61,40389.08,7,11,13,8,14,8,0,1166.13,8064.41,8436.05,5884.82,8937.37,7900.3,0
711794358,61,M,0,College,Single,$80K - $120K,Blue,50,2,4,3,21398,0,21398,0.695,0.767,0.234304608,retired,65,96150.54,6,10,11,10,13,7,8,2156.26,16005.91,14581.61,16607.41,17988.89,15324.98,13485.48,89,60163.8,7,16,17,14,25,10,0,2118.57,10683.24,18673.43,7596.25,15276.59,5815.72,0
711879633,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766,1985,781,0.796,0.75,0.363952458,blue-collar,88,49423.22,4,18,14,12,15,15,10,573.3,8352.45,8069.57,7187.29,9028.43,8377.04,7835.14,92,12080.31,5,12,18,17,20,14,6,304.11,1932.75,2402.06,2842.01,1176.91,1977.98,1444.49
711907083,53,M,1,High School,Unknown,$80K - $120K,Blue,36,3,3,4,14111,1034,13077,0.505,0.684,0.035827014,entrepreneur,82,100692.94,2,14,12,13,20,11,10,578.74,16400.66,16531.71,15884.12,20384.99,15500.97,15411.75,84,6066.66,2,12,17,15,21,12,5,226.78,1049.79,1542.26,500.49,968.24,572.52,1206.58
711929058,28,M,0,High School,Married,Unknown,Blue,21,5,3,5,25618,1209,24409,1.228,1.882,0.02484643,sales,67,74305.16,1,10,15,13,10,10,8,152.7,13547.73,13151.95,11803.47,12413.59,10674.88,12560.84,78,7638.19,4,19,17,12,13,10,3,802.23,1069.74,1287.44,1554.6,1130.15,959.66,834.37
712036383,49,M,4,High School,Single,$60K - $80K,Blue,30,6,3,3,18418,0,18418,0.918,0.744,0.231575406,admin.,80,67069.52,1,17,7,15,19,14,7,146.48,11694.4,9625.74,10991.7,12238.7,13346.21,9026.29,83,51181.87,10,20,16,15,9,13,0,6145.16,7969.74,8413.24,14865.75,8992.52,4795.46,0
712037358,30,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,5146,1773,3373,0.879,0.667,0.176284493,self-employed,63,75678.21,4,10,13,9,10,11,6,1182.61,13319.35,13649.53,11513.02,12655.75,13003.66,10354.29,77,10885.92,4,18,18,8,11,13,5,981.73,1311.21,1278.51,1859.9,2433.5,1902.19,1118.88
712046808,49,F,3,Doctorate,Divorced,Unknown,Blue,42,1,3,3,3802,1558,2244,0.489,0.593,0.208450377,unknown,61,37239.19,2,10,17,10,6,9,7,486.78,6410.99,8435.77,6061.67,5423.19,5703.35,4717.44,103,9510.34,1,12,23,24,15,21,7,10.08,1784.19,1814.38,1903.62,1588.56,1843.92,565.59
712050933,48,M,4,College,Married,$80K - $120K,Blue,32,5,2,3,25190,0,25190,0.467,0.323,0.290761446,artist,53,77174.79,2,14,7,6,7,12,5,897.59,15046.96,12184.59,11943.27,11866.85,15184.73,10050.8,75,87891.37,8,14,16,8,17,12,0,4531.76,15038.55,23331.3,12138.38,27723.42,5127.96,0
712071708,63,F,0,Graduate,Married,Less than $40K,Blue,36,6,3,4,2107,1351,756,0.521,0.522,0.30961794,retired,53,40321.36,0,8,8,9,10,10,8,0,6524.82,6784.62,6463.19,7037.62,6871.16,6639.95,111,7828.38,8,18,20,15,17,17,16,533.35,998.94,1397.08,1165.49,1055.17,1340.28,1338.07
712111608,59,F,2,Post-Graduate,Single,Less than $40K,Blue,54,1,1,3,1438.3,0,1438.3,0.61,0.756,0.248736355,unknown,84,26979.83,4,10,14,18,10,16,12,307.84,4413.74,4650.12,4654.65,3393.62,4639.85,4920.01,77,4293.09,10,15,17,12,20,3,0,438.76,623.97,557.08,1074.03,1156.87,442.38,0
712117983,49,M,4,Graduate,Married,$80K - $120K,Blue,39,6,3,2,17285,1853,15432,0.882,0.714,0.04815823,management,78,113508.42,1,14,17,9,15,15,7,105.85,18277.43,20118.9,17694.51,19381.03,21147.86,16782.84,72,9988.98,2,17,7,10,16,14,6,446.87,1924.37,1216.83,2068.88,1506.78,2082.52,742.73
712146558,48,F,5,Uneducated,Married,Less than $40K,Blue,30,3,2,3,2364,1619,745,0.585,0.711,0.324897772,blue-collar,83,43876.54,2,16,19,8,13,16,9,351.76,8171.81,8003.99,6299.95,7366.74,7316.03,6366.26,55,9216.7,4,6,10,7,4,13,11,731.26,1235.35,2293.63,1688.46,650.03,1996.35,621.62
712159083,58,F,4,Unknown,Married,Less than $40K,Blue,46,2,3,3,2536,0,2536,0.917,0.522,0.26628056,unknown,47,27493.03,1,7,6,11,8,9,5,30.52,4936.22,4582.21,4959.23,4537.03,4584.31,3863.51,44,8103.45,5,14,5,7,10,3,0,1301.68,1150.52,1132.91,1969.16,2297.82,251.36,0
712171158,42,F,2,High School,Married,Less than $40K,Blue,30,6,1,1,3124,0,3124,0.879,0.795,0.212206039,blue-collar,91,32082.86,7,11,17,10,17,20,9,886.67,4853.65,5024.71,4230.31,6238.52,5696.04,5152.96,77,7955.18,4,13,20,9,17,14,0,139.49,1553.41,1705.11,1352.13,2232.31,972.73,0
712198983,46,M,4,Graduate,Married,$60K - $80K,Blue,36,3,3,3,3258,0,3258,0.784,0.489,0.250770923,entrepreneur,79,81164.97,1,14,11,10,17,17,9,240.87,12837.99,12464.49,12940.88,15712.91,14292.75,12675.08,96,9804.14,5,14,17,22,28,10,0,361.46,1866.84,1930.19,1882.12,3063.88,699.65,0
712242633,42,F,2,Unknown,Single,Less than $40K,Blue,36,6,1,4,2677,2517,160,0.609,0.81,0.500182107,engineer,94,52899.41,10,13,12,20,15,16,8,1324.53,8801.32,8606.87,9278.17,8408.05,8353.44,8127.03,92,16067.85,1,12,28,17,10,10,14,67.28,2109.99,3112.06,3974.89,3980.99,1880.01,942.63
712332183,42,M,3,College,Single,$80K - $120K,Blue,36,6,1,0,29535,895,28640,0.952,0.644,0.013517945,self-employed,92,92131.62,6,11,16,19,18,17,5,2998.24,12276.98,15694.75,16913.7,15956.16,16334.29,11957.5,60,4791.03,6,11,6,5,12,10,10,616.78,672.73,1006.43,853.17,647.48,640.8,353.64
712341933,39,M,1,Graduate,Single,$60K - $80K,Gold,36,1,3,2,34516,1662,32854,0.751,0.615,0.025151548,management,123,90585.17,8,23,20,19,16,28,9,2687.06,15928.8,14815.4,14914.13,13864.98,16720.6,11654.2,64,10417.57,3,13,13,13,13,6,3,379.01,1591.07,1519.69,2142.56,2933.3,1612.13,239.81
712414908,45,F,4,Unknown,Married,Unknown,Blue,37,4,2,1,3241,0,3241,0.629,0.739,0.238709246,unknown,92,39100.63,4,16,16,15,18,16,7,954.56,6626.03,7314.18,7315.25,6616.52,5990.42,4283.67,79,9283.88,5,15,16,14,21,8,0,589.93,2061.77,1590.44,1511.52,2229.61,1300.61,0
712431183,52,F,2,Uneducated,Single,Less than $40K,Blue,37,4,3,1,2164,0,2164,0.688,0.818,0.230252234,blue-collar,92,33423.59,3,15,17,23,11,18,5,360.75,5669.58,5665.73,6015.42,5518.23,6257.38,3936.5,85,5979.19,3,16,23,17,17,9,0,36.17,1447.51,1233.09,1466.27,688.63,1107.52,0
712437108,49,M,3,Unknown,Married,$80K - $120K,Blue,42,3,3,1,14044,0,14044,0.715,0.854,0.229235261,self-employed,101,124664.68,5,14,16,16,22,18,10,2231.81,19684.17,20134.71,21309.36,23151.08,22272.9,15880.65,73,38632.56,7,15,18,10,12,11,0,2329.46,6270.2,12462.02,4705.48,7976.65,4888.75,0
712444533,43,M,2,High School,Single,$80K - $120K,Blue,36,6,2,0,14418,0,14418,1.043,0.7,0.229090951,self-employed,80,98349.63,2,16,12,9,18,17,6,1080.88,17764.6,16743.2,14836.78,17595.86,18574.35,11753.96,61,39636.4,2,12,10,16,9,12,0,880.8,10956.43,3329.92,18194.39,2644.86,3630,0
712454958,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,1,2,2742,1416,1326,0.761,1.111,0.265712375,management,56,73669.98,1,12,11,9,7,8,8,162.85,13185.84,12859.94,12583.35,11326.9,11503.54,12047.56,76,8743,4,12,10,7,11,14,18,688.08,1203.6,2165.9,552.06,2126.71,1171.79,834.86
712515558,35,M,1,College,Single,$60K - $80K,Blue,26,3,2,3,23447,1515,21932,0.622,0.638,0.031672602,admin.,95,90351.4,5,15,15,19,20,11,10,1180.48,14489.53,14320.04,15340.18,18356.53,12623.84,14040.8,69,8911.53,0,9,14,14,18,11,3,0,1660.61,1453.15,1677.5,2279.97,857.29,983.01
712532058,44,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,1,1,2,12552,1405,11147,0.702,0.792,0.060301678,sales,113,59822.1,3,18,21,18,21,25,7,376.91,10188.46,9877.36,11196.9,10319.72,10547.41,7315.34,98,9082.88,6,20,14,12,17,18,11,766.6,1233.92,1411.12,1695.18,1636.33,1410.72,929.01
712563408,33,M,2,Uneducated,Single,$40K - $60K,Blue,18,1,1,6,5600,2517,3083,0.628,0.586,0.230473065,sales,64,71563.63,4,9,15,10,11,8,7,1066.23,11406.54,12383.11,12007.24,12419.92,11473.81,10806.78,77,15487.79,7,10,10,17,14,15,4,1197.71,1788.03,2864.52,2368.96,2989.2,2141.07,2138.3
712571883,40,M,3,Graduate,Divorced,Less than $40K,Silver,36,1,3,2,11409,1658,9751,0.989,0.706,0.07561881,services,76,40960.97,8,8,13,16,13,11,7,1488.54,6248.2,6074.01,7076.3,6439.5,7086.76,6547.66,79,10352.82,7,18,9,9,10,10,16,540.84,1176.74,2029.04,2156.56,1020.45,2104.34,1324.85
712578933,35,F,5,High School,Married,$40K - $60K,Blue,25,3,2,6,1438.3,0,1438.3,0.763,0.517,0.180752161,technician,56,42766.16,3,9,8,10,10,8,8,783.69,7111.15,7354.4,7258.32,7067.35,6611.7,6579.55,95,3119.71,9,23,21,16,19,7,0,202.73,467.19,727.11,740.44,470.53,511.71,0
712644483,46,M,3,High School,Single,$60K - $80K,Blue,39,5,3,1,20229,1217,19012,0.741,0.55,0.025499448,admin.,80,73891.51,3,16,13,13,11,15,9,1074.49,13073.6,12803.75,12803.79,11261.68,12381.11,10493.09,85,6189.94,7,16,7,13,26,11,5,557.36,463.35,1054.4,1896.76,1077.58,836.55,303.94
712660308,44,F,1,High School,Single,Less than $40K,Blue,36,2,3,3,1895,0,1895,0.736,0.429,0.231760774,blue-collar,52,26437.92,4,12,7,11,7,6,5,574.88,4451.56,3757.21,4186.01,4597.1,4293.23,4577.93,65,5270.24,5,20,17,7,10,6,0,358.42,897.41,905.2,1209.15,1246.46,653.6,0
712683633,32,F,0,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.3,0,1438.3,0.569,0.321,0.221396208,services,49,27438.8,4,10,6,8,10,7,4,739.49,4830.2,4315.26,4950.63,4939.4,4046.56,3617.26,67,3821.21,11,19,9,5,16,7,0,490.79,601.77,1011.89,287.33,1123.12,306.31,0
712788258,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1,1913,1405,508,0.699,0.905,0.378945809,technician,98,58205.32,2,16,19,15,19,18,9,271.45,10844.02,10863.32,8686.45,9895.67,9548.54,8095.87,83,8699.08,6,13,11,15,12,19,7,750.55,1010.54,1496.77,1474.04,1714.61,1471.97,780.6
712813458,49,M,2,Unknown,Married,$120K +,Blue,36,4,2,0,19763,2517,17246,0.664,0.25,0.063481801,sales,53,177382.13,0,13,13,8,5,8,6,0,30260.34,34038.23,27334.52,28581.47,31640.96,25526.61,66,15055.09,2,7,8,11,20,16,2,1766.51,2614.38,1952.94,1787.33,2679.81,3935.88,318.24
712829808,39,M,3,Uneducated,Married,$60K - $80K,Blue,29,4,3,4,2187,0,2187,0.467,0.333,0.242745389,self-employed,52,59598.44,7,8,11,9,6,7,4,2397,8883.3,10345.6,10869.35,9630.36,9816.21,7656.62,78,6370.61,10,16,15,14,16,7,0,797.28,1236.83,1100.57,1340.47,1008.54,886.92,0
712895733,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,34516,572,33944,1.05,1.077,0.007776104,sales,99,98955.95,4,18,24,14,20,12,7,1778.97,16354.43,18893.66,16306.49,17169.33,15759.83,12693.24,79,3220.8,3,15,10,7,15,18,11,157.97,488.01,711.92,341.31,404.66,665.4,451.53
712949733,46,M,5,High School,Single,$40K - $60K,Blue,37,3,2,3,6340,1985,4355,0.403,0.419,0.170903523,technician,79,62796.12,6,13,14,9,10,14,13,1762.45,10093.06,9119.34,9028.07,10180,11404.29,11208.91,106,13002.34,2,20,24,15,15,20,10,85.54,2915.74,1442.36,1648.58,2479.34,2781.21,1649.57
712961658,45,F,4,Uneducated,Married,Less than $40K,Blue,32,1,1,1,3335,2238,1097,0.644,0.95,0.340749625,blue-collar,96,51509.31,7,19,15,16,13,16,10,1050.48,8264.76,8485.32,9061.22,8650.85,8159.97,7836.71,88,13636.8,2,12,17,8,16,22,11,851.93,2227.59,3382.39,2169.63,1850.62,1803.42,1351.22
712977183,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482,1072,18410,0.706,1.444,0.030532243,blue-collar,40,46087.06,0,7,7,8,8,5,5,0,7617.61,7406.53,7938.21,8287.29,6898.18,7939.24,78,7137.95,2,7,16,20,12,11,10,314,893.23,1554.35,951.76,1316.48,1622.02,486.11
713016633,47,M,3,High School,Single,$60K - $80K,Blue,36,4,3,2,5344,1582,3762,0.537,1,0.14553019,admin.,54,64431.85,4,6,10,9,9,10,6,1175.2,9756.83,10961.64,10499.41,11224.24,10471.44,10343.09,94,9332.56,1,15,14,11,17,24,12,95.43,1892.04,1641.82,2065.29,1203.54,1387.94,1046.5
713067033,37,M,2,Uneducated,Single,Unknown,Blue,28,5,3,3,7147,1424,5723,0.821,1.273,0.106563826,unknown,68,49547.43,2,10,9,16,11,15,5,258.07,8172.59,7978.39,9408.68,8778.07,8521.79,6429.84,102,9139.34,7,16,21,15,13,17,13,515.15,931.39,2346.23,1622.71,616.89,2047.55,1059.42
713095533,44,F,4,High School,Divorced,Less than $40K,Blue,36,5,3,3,2333,1485,848,0.692,0.722,0.376941349,blue-collar,49,40155.75,4,11,7,9,6,7,5,573.7,6870.44,7113.16,6361.11,6767.14,6428.25,6041.95,84,10552.85,8,6,19,8,11,23,9,1340.73,1170.46,1699.63,1662.99,1780.92,1738.52,1159.6
713166333,38,F,2,High School,Married,Unknown,Blue,27,5,2,1,14831,1302,13529,0.916,0.698,0.044111602,housemaid,91,65743.68,9,14,9,18,10,17,14,1653.9,10954.93,9439.31,10662.79,9465.24,11102.46,12465.05,110,7850.63,5,22,17,23,18,16,9,338.12,1090.57,1234.19,1847.27,1156.35,1128.29,1055.84
713183508,39,F,1,High School,Married,Unknown,Blue,36,1,3,2,2751,1158,1593,0.821,0.822,0.16826457,unemployed,82,21006.59,5,12,14,17,14,16,4,1453.79,1670.4,3577.12,4641.47,4595.44,3855.66,1212.71,76,5554.75,7,22,16,16,3,8,4,253.43,909.29,915.57,1458.07,406.77,1325.85,285.77
713206683,40,M,4,Graduate,Single,$80K - $120K,Silver,22,3,1,3,34516,0,34516,0.64,0.3,0.252747856,management,38,94337.42,1,7,7,7,4,8,4,704.91,17092.12,14964.82,15496.21,15720.86,16954.37,13404.13,81,104686.14,5,17,15,11,17,16,0,10176.28,23264.67,20183.22,19553.96,19964.78,11543.23,0
713229633,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759,0,2759,0.535,0.424,0.243939531,sales,59,41079.88,4,9,9,14,7,11,5,1092.61,6541.29,6433.06,8147,6506.09,6620.65,5739.18,69,8076.35,5,16,15,9,12,12,0,324.19,2530.19,1299.25,1792.75,1618.74,511.23,0
713281833,37,M,3,Unknown,Single,$40K - $60K,Blue,29,6,2,3,13589,2517,11072,0.941,1.026,0.077630498,sales,97,72256.75,6,18,20,18,11,13,11,1650.28,12685.67,11665.25,12892.74,10183.65,11453.87,11725.29,99,12659.05,1,8,12,26,19,18,15,57.46,2317.11,3158.32,2212.35,1925.37,1888.89,1099.55
713282733,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,3,1,3375,1730,1645,0.514,0.684,0.242948889,admin.,82,59893.17,8,11,11,13,17,13,9,1792.15,9684.74,9711.28,9791.78,10245.24,8921.01,9746.97,52,9839.43,2,9,11,7,7,9,7,360.95,2068.59,1914.18,944.56,2001.65,1267.8,1281.7
713314533,40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,2,3,12283,0,12283,0.413,0.323,0.246049486,self-employed,53,67065.2,1,9,10,8,8,9,8,474.75,11820.05,11396.1,12789.54,9908.68,10911.24,9764.84,72,36266.71,5,16,17,11,15,8,0,1110.31,4507.17,11354.48,6868.27,9135.44,3291.04,0
713437008,40,F,3,Graduate,Married,Unknown,Blue,25,1,2,3,6888,1878,5010,1.059,0.829,0.144129041,engineer,82,53174.81,6,16,14,7,17,12,10,1397.39,10019.05,9595.63,7202.76,8806.3,8493.29,7660.39,100,11913.13,3,10,18,21,18,20,10,210.88,1930.33,3143.98,1321.55,1472.61,3052.08,781.7
713508333,43,F,4,College,Unknown,Less than $40K,Blue,33,5,4,3,1884,1216,668,0.945,0.735,0.3617569,housemaid,103,45282.85,2,16,22,12,20,18,13,154.05,7443.85,8279.74,7049.99,8190.85,7368.88,6795.49,60,8178.6,6,9,8,7,10,17,3,723.71,764.05,1103.76,1341.4,1921,1073.11,1251.57
713560758,54,F,1,Uneducated,Married,Less than $40K,Blue,42,2,2,3,3181,2087,1094,0.752,0.736,0.332034214,blue-collar,110,47126.45,4,19,18,18,19,18,14,506.32,7911.98,8316.34,7404.5,8160.13,7474.97,7352.21,92,12674.41,6,18,12,12,16,20,8,323.83,2821.09,1610.16,3379.64,1209.58,2579.64,750.47
713569158,43,F,3,High School,Single,$40K - $60K,Blue,34,1,3,2,1654,1474,180,0.586,0.621,0.443674929,technician,65,55059.22,3,8,10,13,9,13,9,408.12,8293.73,8681.14,10029.64,8774.42,9989.47,8882.7,67,8806.06,14,14,4,11,15,5,4,735.2,1240.72,1365.45,1616.58,2415.74,267.48,1164.89
713580633,46,M,3,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477,0,11477,0.767,0.688,0.242837777,admin.,39,47901.78,2,6,11,4,6,6,4,266.29,8592.03,8090.32,7522.08,7475.58,8814.3,7141.18,88,33444.59,1,20,19,9,23,16,0,2703.97,6143.81,5937.79,8850.08,5573.2,4235.74,0
713709258,43,M,3,Post-Graduate,Single,$40K - $60K,Blue,32,3,3,2,2142,1369,773,0.666,0.66,0.341246888,sales,106,57523.62,5,18,17,14,19,18,15,1155.48,10066.56,9523.17,8231.98,10359.45,9451.59,8735.39,69,8771.41,5,12,9,18,7,8,10,715.2,1196.91,1340.29,1556.36,2218.12,905.84,838.69
713732883,38,F,0,Uneducated,Single,Less than $40K,Blue,36,4,1,2,1679,0,1679,0.658,0.761,0.272674211,blue-collar,93,33297.9,3,12,20,11,20,18,9,437.75,5364.16,5713.49,4218.2,6044,6736.38,4783.92,77,5493.84,3,16,25,14,7,12,0,41.25,1663.29,1076.85,1444.79,476.92,790.74,0
713740533,41,M,3,Graduate,Single,$60K - $80K,Blue,29,5,3,3,2775,1664,1111,0.809,0.926,0.328654054,management,70,70103.01,4,12,11,10,8,14,11,1406.5,11073.91,11599.52,10593.96,11295.52,13276.52,10857.08,74,10944.18,4,15,12,15,18,5,5,427.47,3140.24,1120.65,1741.19,2574.81,597.04,1342.78
713766183,49,M,0,Uneducated,Single,$80K - $120K,Blue,36,5,3,4,16156,2517,13639,0.804,0.653,0.079834891,self-employed,99,116719.4,5,14,24,11,15,17,13,1676.72,17015.66,23369.85,15804.01,20395.51,19644.51,18813.14,87,15477.75,11,16,12,13,19,7,9,1766.92,1443.52,1956.52,3029.23,2081.99,2175.02,3024.55
